Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sex,source_name,SRA Study,strain
SRR2727550,RNA-Seq,43,56899062,PRJNA299180,SAMN04194993,58521525,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355297,GSM1912359,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,56,55,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121268,GSM1912359,male,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727552,RNA-Seq,43,76618475,PRJNA299180,SAMN04194995,79683411,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355299,GSM1912361,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,76,75,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121266,GSM1912361,male,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727553,RNA-Seq,43,64555986,PRJNA299180,SAMN04194996,66971048,E5.5 Epilbast,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355300,GSM1912362,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,64,63,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121265,GSM1912362,male,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727554,RNA-Seq,43,163543405,PRJNA299180,SAMN04194997,164595996,E5.5 Epilbast,GEO,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1355301,GSM1912363,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,163,156,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121264,GSM1912363,male,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727555,RNA-Seq,43,64589010,PRJNA299180,SAMN04195001,66690210,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355302,GSM1912364,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,64,63,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121263,GSM1912364,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727556,RNA-Seq,43,75331915,PRJNA299180,SAMN04195002,77449072,E5.5 Epilbast,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355303,GSM1912365,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,75,73,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121262,GSM1912365,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727557,RNA-Seq,43,49422953,PRJNA299180,SAMN04195003,51569478,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355304,GSM1912366,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,49,49,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121261,GSM1912366,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727558,RNA-Seq,43,61995508,PRJNA299180,SAMN04194998,71788451,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1355305,GSM1912367,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,61,68,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121260,GSM1912367,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727559,RNA-Seq,43,82636153,PRJNA299180,SAMN04194999,86536540,E5.5 Epilbast,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355306,GSM1912368,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,82,82,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121259,GSM1912368,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727560,RNA-Seq,43,36384278,PRJNA299180,SAMN04195000,41456190,E5.5 Epilbast,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355307,GSM1912369,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,36,39,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121256,GSM1912369,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727561,RNA-Seq,43,46608388,PRJNA299180,SAMN04195004,50625410,E5.5 Epilbast,GEO,public,sra,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1355308,GSM1912370,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,46,48,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121255,GSM1912370,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727562,RNA-Seq,43,142483510,PRJNA299180,SAMN04195005,143716518,E5.5 Epilbast,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355309,GSM1912371,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,142,137,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121258,GSM1912371,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727563,RNA-Seq,43,72739273,PRJNA299180,SAMN04195006,75625284,E5.5 Epilbast,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355310,GSM1912372,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,72,72,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121257,GSM1912372,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727564,RNA-Seq,43,88951778,PRJNA299180,SAMN04195007,92124763,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355311,GSM1912373,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,88,87,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121253,GSM1912373,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727565,RNA-Seq,43,43511915,PRJNA299180,SAMN04195008,45097227,E5.5 Epilbast,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355312,GSM1912374,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,43,43,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121254,GSM1912374,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727566,RNA-Seq,43,137778235,PRJNA299180,SAMN04195009,139464092,E5.5 Epilbast,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355313,GSM1912375,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,137,133,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121252,GSM1912375,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727567,RNA-Seq,43,45497096,PRJNA299180,SAMN04195010,47262521,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355314,GSM1912376,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,45,45,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121251,GSM1912376,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727568,RNA-Seq,43,56353091,PRJNA299180,SAMN04195011,59173341,E5.5 Epilbast,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355315,GSM1912377,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,56,56,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121250,GSM1912377,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727569,RNA-Seq,43,49431467,PRJNA299180,SAMN04195012,51963426,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355316,GSM1912378,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,49,49,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121249,GSM1912378,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727570,RNA-Seq,43,69082467,PRJNA299180,SAMN04195013,79581967,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355317,GSM1912379,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,69,75,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121248,GSM1912379,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727571,RNA-Seq,43,66144793,PRJNA299180,SAMN04195014,68292549,E5.5 Epilbast,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355318,GSM1912380,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,66,65,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121247,GSM1912380,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727572,RNA-Seq,43,84558597,PRJNA299180,SAMN04195015,86639836,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355319,GSM1912381,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,84,82,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121245,GSM1912381,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727573,RNA-Seq,43,91969819,PRJNA299180,SAMN04195016,94603833,E5.5 Epilbast,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355320,GSM1912382,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,91,90,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121246,GSM1912382,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727574,RNA-Seq,43,44641267,PRJNA299180,SAMN04195017,51206747,E5.5 Epilbast,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355321,GSM1912383,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,44,48,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121244,GSM1912383,female,embryo,SRP064979,male C57BL/6J x female C57BL/6J
SRR2727575,RNA-Seq,43,400645276,PRJNA299180,SAMN04195018,402098182,E3.5 ICM,GEO,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1355322,GSM1912384,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,400,383,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121243,GSM1912384,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727576,RNA-Seq,43,334434822,PRJNA299180,SAMN04195019,347737059,E3.5 ICM,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355323,GSM1912385,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,334,331,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121242,GSM1912385,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727577,RNA-Seq,43,99340320,PRJNA299180,SAMN04194946,106952185,E3.5 ICM,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355324,GSM1912386,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,99,101,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121240,GSM1912386,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727578,RNA-Seq,43,54248327,PRJNA299180,SAMN04194947,61479938,E3.5 ICM,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355325,GSM1912387,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,54,58,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121241,GSM1912387,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727579,RNA-Seq,43,128022911,PRJNA299180,SAMN04194948,132054200,E3.5 ICM,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355326,GSM1912388,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,128,125,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121239,GSM1912388,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727582,RNA-Seq,43,389758708,PRJNA299180,SAMN04194951,401546394,E3.5 ICM,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355329,GSM1912391,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,389,382,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121236,GSM1912391,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727583,RNA-Seq,43,441415898,PRJNA299180,SAMN04194952,450230372,E3.5 ICM,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355330,GSM1912392,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,441,429,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121235,GSM1912392,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727584,RNA-Seq,43,412351983,PRJNA299180,SAMN04194953,421958142,E3.5 ICM,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355331,GSM1912393,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,412,402,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121234,GSM1912393,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727585,RNA-Seq,43,393269959,PRJNA299180,SAMN04194954,402268138,E3.5 ICM,GEO,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1355332,GSM1912394,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,393,383,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121233,GSM1912394,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727586,RNA-Seq,43,261376446,PRJNA299180,SAMN04194955,274909945,E3.5 ICM,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355333,GSM1912395,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,261,262,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121232,GSM1912395,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727587,RNA-Seq,43,347596907,PRJNA299180,SAMN04194956,354156113,E3.5 ICM,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355334,GSM1912396,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,347,337,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121231,GSM1912396,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727588,RNA-Seq,43,412367334,PRJNA299180,SAMN04194957,410668596,E3.5 ICM,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355335,GSM1912397,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,412,391,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121230,GSM1912397,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727589,RNA-Seq,43,177846194,PRJNA299180,SAMN04194958,196717134,E3.5 ICM,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355336,GSM1912398,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,177,187,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121228,GSM1912398,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727590,RNA-Seq,43,431007791,PRJNA299180,SAMN04194959,442948215,E3.5 ICM,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1355337,GSM1912399,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,431,422,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121229,GSM1912399,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727591,RNA-Seq,43,223907837,PRJNA299180,SAMN04194960,245149580,E3.5 ICM,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355338,GSM1912400,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,223,233,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121227,GSM1912400,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727592,RNA-Seq,43,405425586,PRJNA299180,SAMN04194961,413816439,E3.5 ICM,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355339,GSM1912401,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,405,394,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121226,GSM1912401,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727593,RNA-Seq,43,367161692,PRJNA299180,SAMN04194962,377558159,E3.5 ICM,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355340,GSM1912402,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,367,360,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121225,GSM1912402,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727594,RNA-Seq,43,416588085,PRJNA299180,SAMN04194963,435267812,E3.5 ICM,GEO,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1355341,GSM1912403,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,416,415,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121224,GSM1912403,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727595,RNA-Seq,43,408064711,PRJNA299180,SAMN04194964,423439663,E3.5 ICM,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355342,GSM1912404,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,408,403,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121223,GSM1912404,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727597,RNA-Seq,43,167528043,PRJNA299180,SAMN04194966,183622254,E3.5 ICM,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1355344,GSM1912406,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,167,175,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121221,GSM1912406,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727598,RNA-Seq,43,61080812,PRJNA299180,SAMN04194967,66576493,E4.5 Epiblast,GEO,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1355345,GSM1912407,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,61,63,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121220,GSM1912407,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727599,RNA-Seq,43,137996159,PRJNA299180,SAMN04194968,149324961,E4.5 Epiblast,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355346,GSM1912408,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,137,142,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121219,GSM1912408,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727600,RNA-Seq,43,52289333,PRJNA299180,SAMN04194969,50495662,E4.5 Epiblast,GEO,public,sra,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1355347,GSM1912409,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,52,48,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121218,GSM1912409,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727601,RNA-Seq,43,71622864,PRJNA299180,SAMN04194970,68881967,E4.5 Epiblast,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355348,GSM1912410,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,71,65,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121217,GSM1912410,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727602,RNA-Seq,43,130328657,PRJNA299180,SAMN04194971,123035101,E4.5 Epiblast,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355349,GSM1912411,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,130,117,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121216,GSM1912411,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727603,RNA-Seq,43,224042642,PRJNA299180,SAMN04194972,202919582,E4.5 Epiblast,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355350,GSM1912412,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,224,193,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121215,GSM1912412,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727604,RNA-Seq,43,145058823,PRJNA299180,SAMN04194973,135352050,E4.5 Epiblast,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355351,GSM1912413,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,145,129,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121214,GSM1912413,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727606,RNA-Seq,43,144930683,PRJNA299180,SAMN04194975,135503482,E4.5 Epiblast,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355353,GSM1912415,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,144,129,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121212,GSM1912415,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727607,RNA-Seq,43,87718452,PRJNA299180,SAMN04194976,83523522,E4.5 Epiblast,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355354,GSM1912416,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,87,79,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121211,GSM1912416,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727608,RNA-Seq,43,86215344,PRJNA299180,SAMN04194977,81868722,E4.5 Epiblast,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355355,GSM1912417,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,86,78,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121210,GSM1912417,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727609,RNA-Seq,43,312629264,PRJNA299180,SAMN04194978,320351293,E4.5 Epiblast,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355356,GSM1912418,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,312,305,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121209,GSM1912418,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727610,RNA-Seq,43,405832237,PRJNA299180,SAMN04194979,410581227,E4.5 Epiblast,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355357,GSM1912419,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,405,391,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121208,GSM1912419,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727611,RNA-Seq,43,309070412,PRJNA299180,SAMN04194980,321897382,E4.5 Epiblast,GEO,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1355358,GSM1912420,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,309,306,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121207,GSM1912420,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727612,RNA-Seq,43,487173918,PRJNA299180,SAMN04194981,484184229,E4.5 Epiblast,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355359,GSM1912421,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,487,461,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121206,GSM1912421,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727613,RNA-Seq,43,229554984,PRJNA299180,SAMN04194982,237074093,E4.5 Epiblast,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355360,GSM1912422,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,229,226,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121205,GSM1912422,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727614,RNA-Seq,43,146548128,PRJNA299180,SAMN04194983,153600278,E4.5 Epiblast,GEO,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1355361,GSM1912423,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,146,146,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121204,GSM1912423,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727615,RNA-Seq,43,127451699,PRJNA299180,SAMN04194984,133809241,E4.5 Epiblast,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355362,GSM1912424,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,127,127,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121203,GSM1912424,NA,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
